id,username,text,datetime,img_src,likes,entities
BHekVdIjD7O,l_d_f_official,Gallery FUMI presents a solo show by Berlin based designer Lukas Wegwerth during this year’s festival. Focusing on the interaction between the natural and the artificial  Wegwerth indirectly controls natural processes and amplifies and interprets these.@gallery_fumi#LukasWegwerth#Sculpture#Ceramics#Crystals#London#Design#LDF16,2016-07-05T11:10:43.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13561902_1138566509519678_1935865874_n.jpg?ig_cache_key=MTI4NzYyNjM0NzUzOTg3MzQ4Ng%3D%3D.2,53,@gallery_fumi #lukaswegwerth #sculpture #ceramics #crystals #london #design #ldf16
BHecJOUD--k,l_d_f_official,Hand Lettering Workshops introducing the basics of signwriting (17 and 18 September at Borough Market) and blackboard art (24-25 September at Hilton Bankside). Throughout the Festival the new Ghostsigns Tours App is also available to discover the fading remains of painted signs around Bankside.@betterletters#Lettering#Signwriting#Typography#Workshop#BanksideDesignDistrict#London#LDF16,2016-07-05T09:59:09.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13525456_847648292046293_292761235_n.jpg?ig_cache_key=MTI4NzU5MDMyMjYyMTExNjMyNA%3D%3D.2.c,144,@betterletters #lettering #signwriting #typography #workshop #banksidedesigndistrict #london #ldf16
8Ip3KuQ8yW,l_d_f_official,Head to@designersblocktoday until 6pm at Bargehouse#design#ldf15,2015-09-27T13:10:23.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11875403_1689263751302641_1799016893_n.jpg?ig_cache_key=MTA4MzI5OTgyMTM3NDM5MzQ5NA%3D%3D.2,170,@designersblock #design #ldf15
BHcm3BVjlf4,l_d_f_official,Create Culture Indian Design Platform: Transformation  an exhibition inspired by the culture of recycling and reuse that exists to the extreme in India  exploring the ways in which designers have reinterpreted humble  discarded materials as design objects and organic waste as a resource.@create.culture#Exhibition#Art#Design#Recycle#Reuse#India#London#LDF16,2016-07-04T16:54:18.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13584035_147233665680991_1144378535_n.jpg?ig_cache_key=MTI4NzA3NDUwMDI5NTE1MzY1Ng%3D%3D.2,440,@create.culture #exhibition #art #design #recycle #reuse #india #london #ldf16
BHca-DCjXXY,l_d_f_official,Throughout the London Design Festival  Camden Collective are running a series of events exploring the meanwhile use of buildings alongside an exhibition and installation showcasing the project's history since 2009.@cmdncollective#Architecture#Creative#Space#Startups#Design#Installation#LDF16,2016-07-04T15:10:24.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13531959_949855278456581_1184144874_n.jpg?ig_cache_key=MTI4NzAyMjIwNjYwMjAxNjIxNg%3D%3D.2.c,421,@cmdncollective #architecture #creative #space #startups #design #installation #ldf16
BHcQFG_DaA_,l_d_f_official,For London Design Festival  Oxo Tower Wharf will be hosting a number of exciting exhibitions  events and activities across its gallery spaces  courtyard and design studios. Designersblock are back in Oxo Tower Wharf’s exhibition spaces  alongside a range of creative events hosted in the design studios and shops.#OxoTowerWharf#Exhibition#Events#Design#Studios#London@designersblock#LDF16,2016-07-04T13:35:15.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c1.0.800.800/13557345_848653488612861_1228042613_n.jpg?ig_cache_key=MTI4Njk3NDMxMzM2Mjk4OTExOQ%3D%3D.2.c,288,#oxotowerwharf #exhibition #events #design #studios #london @designersblock #ldf16
BHb-mOojSLk,l_d_f_official,Stationery purveyors Present &amp; Correct introduce 'Error' - a celebration of the humble eraser during this year’s Festival. Their graphic parade of shape  colour &amp; type features 200 specimens and packaging paraphernalia.@presentandcorrect@islingtondd#Stationary#Eraser#Graphic#Typography#Exhibition#London#Design#LDF16,2016-07-04T11:02:29.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c188.0.704.704/13561954_545085632342446_776643227_n.jpg?ig_cache_key=MTI4Njg5NzQyNDQ4MDkzNjY3Ng%3D%3D.2.c,461,@presentandcorrect @islingtondd #stationary #eraser #graphic #typography #exhibition #london #design #ldf16
BHUd__Hjsul,l_d_f_official,Popular annual selling fair  Ceramics in the City  returns to the Geffrye Museum  showcasing work by around 50 potters from across the UK  a mix of leading names and rising talents. A wide range of work will be on sale from domestic objects and lighting to purely decorative  one-off pieces.@geffryemuseum#Ceramics#Pottery#Craft#Design#London#LDF16,2016-07-01T13:02:57.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c212.0.656.656/13551757_1582433328715847_1496631559_n.jpg?ig_cache_key=MTI4NDc4MzczNDE1NTgyNDAzNw%3D%3D.2.c,601,@geffryemuseum #ceramics #pottery #craft #design #london #ldf16
BHUQrh8DKFx,l_d_f_official,Edward Barber and Jay Osgerby curate an exhibition of twenty objects to launch their new design  Marker during this year’s Festival. 'Marker  plus twenty' celebrates the anniversary of twentytwentyone and the two companies’ long-standing collaboration.@twentytwentyone@barberosgerby#Marker#Lighting#Furniture#Interiors#Design#London#LDF16,2016-07-01T11:06:34.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13534120_149595438794557_1250197596_n.jpg?ig_cache_key=MTI4NDcyNTE1MzgzMDA1MjIwOQ%3D%3D.2,276,@twentytwentyone @barberosgerby #marker #lighting #furniture #interiors #design #london #ldf16
BHSVZsVD5r0,l_d_f_official,Contemporary furniture specialists Go Modern  in partnership with Belgian brand Manutti  present the very latest in outdoor furniture design during this year’s Festival.@gomodernuk@manuttioutdoor#Furniture#Outdoors#London#Design#Festival#LDF16,2016-06-30T17:09:21.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/13473120_214040002323486_1603043279_n.jpg?ig_cache_key=MTI4NDE4Mjk2ODMxNTY0ODc1Ng%3D%3D.2.c,265,@gomodernuk @manuttioutdoor #furniture #outdoors #london #design #festival #ldf16
BHSHIiljFyN,l_d_f_official,T2 has teamed up with design virtuosos Raw Edges  to explore the colours  patterns  textures and smells of the raw material that sits at the very heart of what T2 do – the tea itself.@t2tea@rawedgesdesignstudio#Colour#Pattern#Materials#Tea#Design#LDF16,2016-06-30T15:04:40.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c98.0.800.800/13534155_742195899216680_1301640497_n.jpg?ig_cache_key=MTI4NDEyMDIxNjk3MjU4MjAyOQ%3D%3D.2.c,348,@t2tea @rawedgesdesignstudio #colour #pattern #materials #tea #design #ldf16
BHR5QcqDRkX,l_d_f_official,Staffan Tollgård celebrates the launch of Finn Juhl by Onecollection in their Pimlico Design Store. Visit the store during the London Design Festival and see icons of design like the Chieftains chair  the Nyhavn desk and the France chair.@staffantollgard@onecollection_finnjuhl#Furniture#Interiors#Design#London#LDF16,2016-06-30T13:03:25.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c189.0.702.702/13561605_1299059406775481_667046289_n.jpg?ig_cache_key=MTI4NDA1OTE4NzcxMDMzNTI1NQ%3D%3D.2.c,351,@staffantollgard @onecollection_finnjuhl #furniture #interiors #design #london #ldf16
BHRzrRXjh02,l_d_f_official,Draw a teapot from memory and the chances are you’ll see a shape similar to the Brown Betty. This exhibition shows how a noble archetype evolved over 300 years  eschewing fashion to become an icon.@vitsoe#Furniture#Homeware#Icon#Teapot#Exhibition#LDF16,2016-06-30T12:14:39.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c97.0.799.799/13561535_1652774835046939_131404746_n.jpg?ig_cache_key=MTI4NDAzNDY0MjczNTY2ODUzNA%3D%3D.2.c,206,@vitsoe #furniture #homeware #icon #teapot #exhibition #ldf16
BG377nRQ8yt,l_d_f_official,The Brixton Street Gallery will return to The Department Store on Ferndale Road for this year’s Festival. After the success of the 2015 installation  architects Squire and Partners are curating a second exhibition of works by talented Brixton based artists and organisations.@squireandpartners@brixtondesigntrail#BrixtonStreetGallery#BrixtonDT#BDT2016#LDF16,2016-06-20T11:06:32.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/c160.0.449.449/13388702_1723032004633686_1761497553_n.jpg?ig_cache_key=MTI3Njc1MjYwMDc0MTY5NDYzNw%3D%3D.2.c,387,@squireandpartners @brixtondesigntrail #brixtonstreetgallery #brixtondt #bdt2016 #ldf16
BG1n_d2Q89i,l_d_f_official,Martyn Thompson Studio presents Rock Pool  a new collection of textiles during the London Design Festival within Brompton Design District. The textiles have been woven in 100% cotton on a jacquard loom to form abstract fabrics that evoke the ever moving ocean.@martynthompsonstudio#Textiles#Fabric#Pattern#Design#London#LDF16,2016-06-19T13:33:49.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.1.1080.1080/13402202_154192264997827_1882639270_n.jpg?ig_cache_key=MTI3NjEwMTk1NDYxOTI5NzYzNA%3D%3D.2.c,537,@martynthompsonstudio #textiles #fabric #pattern #design #london #ldf16
BG1WqcYw8wY,l_d_f_official,Bespoke lighting designers Curiousa &amp; Curiousa collaborate with elegantly anarchic furnishings company Blackpop  to launch their Autumn / Winter Range at their new showroom during London Design Festival.@curiousastudio@blackpopuk#Lighting#Wallpaper#Furniture#Textiles#LDF16,2016-06-19T11:02:24.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13413436_921964871245519_386977694_n.jpg?ig_cache_key=MTI3NjAyNTc0MzE1MDkyNjg3Mg%3D%3D.2,637,@curiousastudio @blackpopuk #lighting #wallpaper #furniture #textiles #ldf16
BGzUFssw80r,l_d_f_official,Method will create Uncertain Beauty  a digital installation that maps out the colour trends within the London Design Festival in real time. To do this they will build a responsive installation that turns live data into a beautiful moving image.@method_inc#method_ldn#Colour#Trends#Digital#Installation#Data#London#Design#Festival#LDF16,2016-06-18T16:01:25.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.0.1079.1079/13392819_879208228890924_1029159944_n.jpg?ig_cache_key=MTI3NTQ1MTQ3MTk5OTI1Nzg5OQ%3D%3D.2.c,337,@method_inc #method_ldn #colour #trends #digital #installation #data #london #design #festival #ldf16
BGzEsB-Q83g,l_d_f_official,The gold medal winning UK Pavilion at the Milan Expo 2015 opens at Kew Gardens today. Designed by Wolfgang Buttress it is an immersive  multi-sensory experience inspired by research into the health of bees.@kewgardens@wolfgangbuttress@stageoneltd#Design#Architecture#Pavilion#KewHive,2016-06-18T13:46:50.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/13320101_1613361325645748_1041354410_n.jpg?ig_cache_key=MTI3NTM4MzczNzQzNzM3NTk2OA%3D%3D.2,596,@kewgardens @wolfgangbuttress @stageoneltd #design #architecture #pavilion #kewhive
BGwopeLQ82W,l_d_f_official,#Repost: To celebrate the opening of the new#TateModern  Michael Craig-Martin has reimagined the classic London Underground roundel.@tate#MichaelCraigMartin#Southwark#London#Design,2016-06-17T15:03:21.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/13398893_1112048758836318_1866446453_n.jpg?ig_cache_key=MTI3NDY5NzQ2NjMwNjA4ODM0Mg%3D%3D.2,568,#repost #tatemodern @tate #michaelcraigmartin #southwark #london #design
BGwM5uiQ8wF,l_d_f_official,Today Tate Modern opens a new ten storey building housing the world’s first gallery spaces dedicated to live art  film and installations. Designed by&nbsp;architects Herzog &amp;&nbsp;de Meuron it will present an international view of modern and contemporary art.@tate@herzogdemeuron#Art#Architecture#Installation#Film#London,2016-06-17T11:00:54.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13395135_187734131628686_1320797268_n.jpg?ig_cache_key=MTI3NDU3NTQzODA4MTE0OTk1Nw%3D%3D.2,1039,@tate @herzogdemeuron #art #architecture #installation #film #london
BGt3A30Q879,l_d_f_official,Rouge presents an exhibition  a talk and a workshop during this year's Festival  to explore the meaning and the evolution of artistic and symbolic decorative motifs on rustic furniture from Northern China and handmade ceramics from Jingdezhen over the past 150 years.@rougeshopuk#Furniture#Art#Ceramics#China#LDF16,2016-06-16T13:11:09.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c189.0.702.702/13423426_591779461002874_1083959662_n.jpg?ig_cache_key=MTI3MzkxNjIyMjEwNjQ4ODU3Mw%3D%3D.2.c,406,@rougeshopuk #furniture #art #ceramics #china #ldf16
BGtpVFww89s,l_d_f_official,To celebrate the launch of their new Alf range of chairs  tables and stools  MARK Products will be having an Ice Cream Social every weekday afternoon during this year’s Festival  17 - 25 September.@mark_product@moomaidofzennor#Furniture#Chair#Design#London#Festival#LDF16,2016-06-16T11:11:35.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c151.0.778.778/13473102_958109710974210_5326035_n.jpg?ig_cache_key=MTI3Mzg1NjAzODgxODUzMzIyOA%3D%3D.2.c,302,@mark_product @moomaidofzennor #furniture #chair #design #london #festival #ldf16
BGrTTjZw84J,l_d_f_official,Skandium welcomes visitors to experience some of the charm and humour created by Stig Lindberg  with the first solo exhibition of his work in the UK. The exhibition  taking place during this year's Festival  will feature the private collection of Magnus Englund and Christina Schmidt  Skandium.@skaandiumltd#StigLindberg#Design#Illustration#Art#Ceramics#Textiles#Exhibition#London#Festival#LDF16,2016-06-15T13:20:39.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/c55.0.490.490/13422824_1589328148026782_790375320_n.jpg?ig_cache_key=MTI3MzE5NjIyNjIyOTI5MjU1Mw%3D%3D.2.c,702,@skaandiumltd #stiglindberg #design #illustration #art #ceramics #textiles #exhibition #london #festival #ldf16
BGrDaRNQ82T,l_d_f_official,Celebrating ten years in the Oxo Tower  Innermost are hosting ten events throughout this year’s Festival including a silent charity auction. Their newly refurbished showroom will also display their 2016 collection.@innermostdesign#OxoTower#Lighting#Furniture#Design#London#LDF16,2016-06-15T11:01:45.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c111.0.858.858/13398547_123776951379292_2077809629_n.jpg?ig_cache_key=MTI3MzEyNjMxODk4NDM4Mzg5MQ%3D%3D.2.c,402,@innermostdesign #oxotower #lighting #furniture #design #london #ldf16
BGosiSLQ8-_,l_d_f_official,Calvert 22 Foundation presents a season on utopian public space and the quest for new national identities across the post-Soviet world. Power and Architecture season comprises four interlinked elements including an exhibition  conference  talks and workshops.@calvert22foundation#P_and_A&nbsp;#Architecture&nbsp;#Art&nbsp;#Photography#Design&nbsp;#London#LDF16,2016-06-14T13:03:23.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13423481_254317114924794_1344802556_n.jpg?ig_cache_key=MTI3MjQ2Mjc2NDc1NzIwOTAyMw%3D%3D.2,323,@calvert22foundation #p_and_a #architecture #art #photography #design #london #ldf16
BGUGHWSw88B,l_d_f_official,Designer Sebastian Bergne will be opening his studio during the London Design Festival to exhibit his collection of 25 self produced objects in the studio in which many were created.@sebastianbergne#Design#Product#Exhibition#LDF16#London#Design#Festival,2016-06-06T13:02:51.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c39.0.780.780/13355594_1109078979159494_1819570207_n.jpg?ig_cache_key=MTI2NjY2NDI4ODQ1MDQ5ODMwNQ%3D%3D.2.c,316,@sebastianbergne #design #product #exhibition #ldf16 #london #design #festival
8lNqMaQ82k,l_d_f_official,Last chance this weekend to see Ogham Wall@vamuseumby#GraftonArchitectsw/@graphicrelief#OghamWall#ID2015#LDF15,2015-10-08T15:21:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12141946_1626550207596708_267306228_n.jpg?ig_cache_key=MTA5MTMzODU1ODg1NTQzMzYzNg%3D%3D.2,140,@vamuseum #graftonarchitects @graphicrelief #oghamwall #id2015 #ldf15
BGWq4WdQ8_d,l_d_f_official,The first London Design Biennale will take over the entirety of Somerset House from 7 – 27 September  for an exhibition exploring the role of design in our collective futures. Over 35 countries will present newly commissioned works on ‘Utopia by Design.’@london_design_biennale@somersethouselondon#LDB16#UtopiaByDesign#London#Design#Biennale,2016-06-07T13:02:36.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13320311_591791397664671_1903010936_n.jpg?ig_cache_key=MTI2NzM4ODkzNTUwODg0MDQxMw%3D%3D.2,490,@london_design_biennale @somersethouselondon #ldb16 #utopiabydesign #london #design #biennale
BGWdC3TQ8z_,l_d_f_official,The London Festival of Architecture is taking place this month featuring over 200 events&nbsp;across the capital. Exploring the theme community  the line-up includes exhibitions  talks  installations and debates.@Londonfestivalofarchitecture#LFA2016#Architecture#Design#Community#Exhibition#Installation#London#Festival,2016-06-07T11:01:42.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13395082_794591024011248_1985852520_n.jpg?ig_cache_key=MTI2NzMyODA4NTMxODE1OTYxNQ%3D%3D.2,484,@londonfestivalofarchitecture #lfa2016 #architecture #design #community #exhibition #installation #london #festival
BGT5VZbQ8x_,l_d_f_official,Holding an event for London Design Festival 2016? Register before 17 June to be included in the official Festival guide.Register at londondesignfestival.com/takepart#LDF16#London#Design#Festival,2016-06-06T11:11:10.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13402555_628379923991520_909517402_n.jpg?ig_cache_key=MTI2NjYwODA3OTI4MjM1OTQyMw%3D%3D.2,209,#ldf16 #london #design #festival
BGRkD1_Q89h,l_d_f_official,See unique  handmade textile works by Pietro Seminelli hung on wooden structures  inspired by Japanese kimono stands  at Y’s Yohji Yamamato boutique during the London Design Festival.@pietro_seminelli@yohjiyamamotoofficial#Textiles#Art#London#Design#Festival#LDF16,2016-06-05T13:26:48.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/c113.0.423.423/13355403_1573594572937631_961020321_n.jpg?ig_cache_key=MTI2NTk1MTU2NDA3MDM3NTI2NQ%3D%3D.2.c,359,@pietro_seminelli @yohjiyamamotoofficial #textiles #art #london #design #festival #ldf16
BGPFbNkQ8xm,l_d_f_official,You Say You Want a Revolution: Records &amp; Rebels 1966-70 is a major exhibition at the V&amp;A  during the London Design Festival  that will examine the optimism  ideals and aspirations of the late 1960s.@vamuseum#Exhibition#1960s#Fashion#Film#Activism#Design#London#LDF16,2016-06-04T14:20:37.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c193.0.693.693/13355407_256668511371168_1922131723_n.jpg?ig_cache_key=MTI2NTI1Mzg4MDUzOTg5MjgzOA%3D%3D.2.c,270,@vamuseum #exhibition #1960s #fashion #film #activism #design #london #ldf16
BGOvlNxw83h,l_d_f_official,Smug are offering four designers the chance to exhibit in the&nbsp;PLANT &nbsp;POT &nbsp;2016 &nbsp;show during London Design Festival.Visit www.the-smuggler.com for the full entry requirements.@ifeelsmug#UpstairsAtSmug#PlantPot2016#Ceramics#London#Design#Festival#LDF16,2016-06-04T11:09:45.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/c1.0.462.462/13381063_1119026574806049_94354456_n.jpg?ig_cache_key=MTI2NTE1NzgxMDkzNzkwODcwNQ%3D%3D.2.c,629,@ifeelsmug #upstairsatsmug #plantpot2016 #ceramics #london #design #festival #ldf16
BGMXgj8w8z5,l_d_f_official,Visit the Sepentine Gallery to see the 16th annual Pavilion designed by Bjarke Ingels Group (BIG) and four newly commissioned Summer Houses by Kunlé Adeyemi  Barkow Leibinger  Yona Friedman  and Asif Khan. From 10 June - 9 October.@serpentineuk#SerpentinePavilion#SerpentineSummerHouses#Architecture#London,2016-06-03T13:00:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13285528_1621937537840058_735504603_n.jpg?ig_cache_key=MTI2NDQ4ODk4ODA3NzcwNjQ4OQ%3D%3D.2,515,@serpentineuk #serpentinepavilion #serpentinesummerhouses #architecture #london
BGMJ0fsw80F,l_d_f_official,Showcasing the innovative work of design graduates from a range of disciplines  visit New Designers to see new trends  find inspiration or to recruit talent. Use code NDLDF to purchase day tickets for £10.50 instead of £16 (booking fees apply  offer ends 19 June).@newdesigners@bellamydesign#ND16#Design#Furniture#Print#Ceramics#Jewellery#London,2016-06-03T11:01:18.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13329161_241025686277549_828086070_n.jpg?ig_cache_key=MTI2NDQyODc4NTI1MjY4MzAxMw%3D%3D.2,605,@newdesigners @bellamydesign #nd16 #design #furniture #print #ceramics #jewellery #london
BGKUfWiw86q,l_d_f_official,Porcelain Lighting by@bethlewiswilliamsat@cockpitartsHolborn. Opening from today until the 5 June.#lighting#craft#CockpitOpenStudios,2016-06-02T17:56:04.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13277658_1716184905273016_1848619771_n.jpg?ig_cache_key=MTI2MzkxMjc2MDg3MDQyNDIzNA%3D%3D.2,362,@bethlewiswilliams @cockpitarts #lighting #craft #cockpitopenstudios
BGJ0WEIw825,l_d_f_official,Volunteer with us for London Design Festival 2016! The roles will be varied but exciting  providing great experience for anyone interested in design  cultural activity and London. Visit the Take Part page on our website to apply.#LDF16#Volunteer#London#Design#Festival#Events,2016-06-02T13:15:10.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13256773_571211023053528_767108624_n.jpg?ig_cache_key=MTI2Mzc3MTM4NTE0MzIxNzU5Mw%3D%3D.2,208,#ldf16 #volunteer #london #design #festival #events
BGJmJqRw82z,l_d_f_official,Join Cockpit Arts&nbsp;in their&nbsp;30th Anniversary year and meet 170 makers at&nbsp;two centres during their Summer Open Studios. Visitors can see behind the scenes in the studios and buy work direct from Cockpit Arts’ master craftspeople and artist-makers. Hoborn Open Studios 2 - 5 June  Deptford Open Studios 10 - 12 June.Photo credit:@aluncallender@cockpitarts#SummerOpenStudios#CockpitArts30#Craft#Design#Art#DesignerMaker,2016-06-02T11:11:09.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13285352_1706532169598690_1104470283_n.jpg?ig_cache_key=MTI2MzcwODk2MDA5MjA0ODgxOQ%3D%3D.2,356,@aluncallender @cockpitarts #summeropenstudios #cockpitarts30 #craft #design #art #designermaker
BFogZj1w86a,l_d_f_official,"""Amongst many other architectural initiatives  Zaha Hadid was involved in the design of this crazy golf hole – which so evidently reflects the organic forms for which she became so well known. The practice will continue  and we would like to complete this project as a memorial to her. Zaha taught us to work with curiosity  integrity  passion and determination  everyone at ZHA is committed to continuing this legacy.” Zaha Hadid Architects.Realise this project with us  back the Kickstarter via the link in our bio.@zahahadidarchitects@kickstarter#VisionaryGolf#Kickstarter#ZahaHadid#CrazyGolf#London#Design#Festival#Crowdfunding#LDF16",2016-05-20T14:45:57.000Z,https://scontent.cdninstagram.com/l/t51.2885-15/e15/13260948_1849141068646806_920178669_n.jpg?ig_cache_key=MTI1NDM5NDk5MDE4MDk0NTU2Mg%3D%3D.2,0,@zahahadidarchitects @kickstarter #visionarygolf #kickstarter #zahahadid #crazygolf #london #design #festival #crowdfunding #ldf16
BFlk0u3Q806,l_d_f_official,BRIXI will be collaborating with artist Karolina Merska during this year’s Festival to create a giant Pajaki – a traditional Polish paper chandelier – to hang within Brixton Village Market. Smaller Pajaki will adorn BRIXI’s shop window and a workshop will run during the Festival.@brixi7@bobbinandbow@brixtonvillage#Pajaki#Brixton#London#Design#Festival#LDF16,2016-05-19T11:26:53.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/c53.0.390.390/13267384_1197518176939237_415714895_n.jpg?ig_cache_key=MTI1MzU3MDAyNDY5OTA1NTQxOA%3D%3D.2.c,386,@brixi7 @bobbinandbow @brixtonvillage #pajaki #brixton #london #design #festival #ldf16
BFjKvnSQ82h,l_d_f_official,The V&amp;A Engineering Season  launching today  will highlight the importance of engineering in our daily lives and consider engineers as the ‘unsung heroes’ of design  who play a vital and creative role in the creation of our built environment. 18 May - 6 November.@vamuseum#‎vamEngineeringSeason#Engineering#Design#Installation#London#Museum,2016-05-18T13:00:31.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/c76.0.600.600/13256955_1802619066625840_339505560_n.jpg?ig_cache_key=MTI1Mjg5MjM3MzgwMjAxMjA2NQ%3D%3D.2.c,646,@vamuseum #engineering #design #installation #london #museum
BFi-mdKw88f,l_d_f_official,Braun have invited Benjamin Hubert of Layer to design an installation in the V&amp;A. Foil will comprise a 20-metre-long undulating ribbon comprising 40 000 individual metallic elements.@benjaminhubert1@layer_design@vamuseum#Braun#Installation#Metal#Light#London#Design#Festival#LDF16,2016-05-18T11:14:24.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13257130_1417785601570685_1936557732_n.jpg?ig_cache_key=MTI1MjgzODk2NzkwNTM0MTIxNQ%3D%3D.2,383,@benjaminhubert1 @layer_design @vamuseum #braun #installation #metal #light #london #design #festival #ldf16
BFgqCktQ85o,l_d_f_official,For the 2009 London Design Festival  Japanese Architect Shigeru Ban created a 22m tall tower made of cardboard tubes and metal joints as part of the Size + Matter initiative  which challenged the perception of everyday materials.#ShigeruBanArchitects#Paper#Tower#London#Design#Festival#Architecture#Installation,2016-05-17T13:36:16.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13167438_1011664808919130_2009992531_n.jpg?ig_cache_key=MTI1MjE4NTU5MTIxNTU0MTg2NA%3D%3D.2,504,#shigerubanarchitects #paper #tower #london #design #festival #architecture #installation
BFd_GPpQ88t,l_d_f_official,Camille Walala has designed an exclusive print for Visionary Crazy Golf. Just £25 when you back the#Kickstarter. Follow the link in our bio.@camillewalala@kickstarter#VisionaryGolf#CrazyGolf#London#TrafalgarSquare#Design#Colour#Print#Pattern,2016-05-16T12:42:33.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c158.0.764.764/13166935_1689078271356564_1854012515_n.jpg?ig_cache_key=MTI1MTQzMzc3NzUyNDM2MzA1Mw%3D%3D.2.c,454,#kickstarter @camillewalala @kickstarter #visionarygolf #crazygolf #london #trafalgarsquare #design #colour #print #pattern
BFd4Y2OQ88r,l_d_f_official,Mathieu Lehanneur's installation for this year's Festival  Liquid Marble  will be a variation of his ongoing series exploring the materiality of marble  displayed in the V&amp;A’s galleries.@mathieulehanneur@vamuseum#Installation#Marble#London#Design#Festival#Museum#LDF16,2016-05-16T11:43:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c85.0.910.910/13248923_1700208650238581_760784825_n.jpg?ig_cache_key=MTI1MTQwNDI2OTU3MjMxMjg3NQ%3D%3D.2.c,543,@mathieulehanneur @vamuseum #installation #marble #london #design #festival #museum #ldf16
BFWQOvDQ82j,l_d_f_official,For Visionary Crazy Golf NEON imagine an earth with raised sea levels and new shorelines. Buildings are raised away from the sea and harness wind energy to create a Kinetic City.Just 24 days left to make Visionary Crazy Golf happen! Back the project on Kickstarter using the link in our bio.@pictureneon@kickstarter#VisionaryGolf#TrafalgarSquare#LDF16#Kinetic#City#London#Design#Festival,2016-05-13T12:38:20.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13188191_1028993210527810_800409429_n.jpg?ig_cache_key=MTI0OTI1NzMyNzk3OTM4NDIyNw%3D%3D.2,383,@pictureneon @kickstarter #visionarygolf #trafalgarsquare #ldf16 #kinetic #city #london #design #festival
